PROPERTY_TYPE	PROPERTY_VALUE	SEMANTIC_TAG	STUDY	BIOENTITY	ANNOTATOR	ANNOTATION_DATE
compound	none	http://www.orpha.net/ORDO/Orphanet_275791	E-GEOD-26343	GSM646893	Eleanor Williams	01/10/2014 18:33
compound	none	http://www.orpha.net/ORDO/Orphanet_275828	E-GEOD-2638	GSM50771	Eleanor Williams	01/10/2014 18:33
compound	none	http://www.orpha.net/ORDO/Orphanet_275803	E-GEOD-2639	GSM50780	Eleanor Williams	01/10/2014 18:33
compound	none	http://www.orpha.net/ORDO/Orphanet_275798	E-GEOD-26973	GSM664058	Eleanor Williams	01/10/2014 18:33
compound	placebo	http://www.orpha.net/ORDO/Orphanet_275808	E-GEOD-25515	GSM627453	Eleanor Williams	01/10/2014 18:33
compound	salicylic acid	http://www.orpha.net/ORDO/Orphanet_275813	E-GEOD-22942	GSM566483	Eleanor Williams	01/10/2014 18:33
compound	saline	http://www.orpha.net/ORDO/Orphanet_275823	E-GEOD-24068	GSM592232	Eleanor Williams	01/10/2014 18:33
compound	tumor necrosis factor-alpha	http://www.orpha.net/ORDO/Orphanet_275837	E-GEOD-2638	GSM50774	Eleanor Williams	01/10/2014 18:33
compound	tumor necrosis factor-alpha	http://www.orpha.net/ORDO/Orphanet_275844	E-GEOD-2639	GSM50782	Eleanor Williams	01/10/2014 18:33
compound	valproic acid	http://www.orpha.net/ORDO/Orphanet_31837	E-GEOD-23909	GSM589566	Eleanor Williams	01/10/2014 18:33
compound	vehicle control	http://www.orpha.net/ORDO/Orphanet_431353	E-GEOD-2225	control - Rep 1	Eleanor Williams	01/10/2014 18:33
compound	water	http://www.orpha.net/ORDO/Orphanet_71198	E-GEOD-2538	Col_Mock3	Eleanor Williams	01/10/2014 18:33
compound	12-oxophytodienoic acid	http://www.orpha.net/ORDO/Orphanet_10	E-GEOD-4733	opr3_OPDA_2 hrs_Rep1	Eleanor Williams	01/10/2014 18:34
compound	"2,3,7,8-tetrachlorodibenzo-p-dioxin"	http://www.orpha.net/ORDO/Orphanet_422519	E-GEOD-2812	Fetal heart 6 ug/kg TCDD rep3	Eleanor Williams	01/10/2014 18:34
compound	5-azacytidine	http://www.orpha.net/ORDO/Orphanet_79350	E-GEOD-30192	GSM747408	Eleanor Williams	01/10/2014 18:34
compound	albumin control	http://www.orpha.net/ORDO/Orphanet_13	E-GEOD-3737	B final PC3 ctrl	Eleanor Williams	01/10/2014 18:34
compound	arachidonic acid	http://www.orpha.net/ORDO/Orphanet_35708	E-GEOD-3737	C final PC3 AA 2hr	Eleanor Williams	01/10/2014 18:34
compound	cadmium	http://www.orpha.net/ORDO/Orphanet_101150	E-GEOD-29951	GSM741236	Eleanor Williams	01/10/2014 18:34
compound	control	http://www.orpha.net/ORDO/Orphanet_319651	E-GEOD-28431	GSM702579	Eleanor Williams	01/10/2014 18:34
compound	control	http://www.orpha.net/ORDO/Orphanet_226	E-GEOD-41827	GSM1025049	Eleanor Williams	01/10/2014 18:34
compound	control	http://www.orpha.net/ORDO/Orphanet_79169	E-GEOD-42535	GSM1044370	Eleanor Williams	01/10/2014 18:34
compound	DMSO	http://www.orpha.net/ORDO/Orphanet_230	E-GEOD-34635	GSM852236	Eleanor Williams	01/10/2014 18:34
compound	DMSO	http://www.orpha.net/ORDO/Orphanet_70594	E-GEOD-37266	GSM915203	Eleanor Williams	01/10/2014 18:34
compound	DMSO	http://www.orpha.net/ORDO/Orphanet_2066	E-GEOD-39707	GSM977998	Eleanor Williams	01/10/2014 18:34
compound	DMSO	http://www.orpha.net/ORDO/Orphanet_407	E-GEOD-4066	GSM93191	Eleanor Williams	01/10/2014 18:34
compound	DMSO 0.05 percent	http://www.orpha.net/ORDO/Orphanet_2102	E-GEOD-34331	GSM847511	Eleanor Williams	01/10/2014 18:34
compound	doxorubicin	http://www.orpha.net/ORDO/Orphanet_79219	E-GEOD-39870	GSM980571	Eleanor Williams	01/10/2014 18:34
compound	follicle stimulating hormone	http://www.orpha.net/ORDO/Orphanet_3057	E-GEOD-42535	GSM1044375	Eleanor Williams	01/10/2014 18:34
compound	interferon beta	http://www.orpha.net/ORDO/Orphanet_284417	E-GEOD-3203	FACS-purified B cells_129SV/EV_IFN-b-stimulated_rep1	Eleanor Williams	01/10/2014 18:34
compound	jasmonate	http://www.orpha.net/ORDO/Orphanet_96264	E-GEOD-4733	opr3_JA_22 hrs_Rep1	Eleanor Williams	01/10/2014 18:34
compound	methylprednisolone	http://www.orpha.net/ORDO/Orphanet_171829	E-GEOD-46559	GSM1132403	Eleanor Williams	01/10/2014 18:34
compound	none	http://www.orpha.net/ORDO/Orphanet_90301	E-GEOD-2812	Fetal heart control 8	Eleanor Williams	01/10/2014 18:34
compound	none	http://www.orpha.net/ORDO/Orphanet_101963	E-GEOD-29951	GSM740996	Eleanor Williams	01/10/2014 18:34
compound	none	http://www.orpha.net/ORDO/Orphanet_95502	E-GEOD-30192	GSM747405	Eleanor Williams	01/10/2014 18:34
compound	none	http://www.orpha.net/ORDO/Orphanet_99893	E-GEOD-31193	GSM773319	Eleanor Williams	01/10/2014 18:34
compound	none	http://www.orpha.net/ORDO/Orphanet_443287	E-GEOD-3203	FACS-purified B cells_IFNAR1-/-_influenza-infected_rep1	Eleanor Williams	01/10/2014 18:34
compound	none	http://www.orpha.net/ORDO/Orphanet_1501	E-GEOD-32659	GSM810600	Eleanor Williams	01/10/2014 18:34
compound	none	http://www.orpha.net/ORDO/Orphanet_231625	E-GEOD-35972	GSM878202	Eleanor Williams	01/10/2014 18:34
compound	none	http://www.orpha.net/ORDO/Orphanet_754	E-GEOD-37373	GSM916923	Eleanor Williams	01/10/2014 18:34
compound	none	http://www.orpha.net/ORDO/Orphanet_91	E-GEOD-39812	GSM979664	Eleanor Williams	01/10/2014 18:34
compound	none	http://www.orpha.net/ORDO/Orphanet_36913	E-GEOD-40370	GSM992347	Eleanor Williams	01/10/2014 18:34
compound	none	http://www.orpha.net/ORDO/Orphanet_3453	E-GEOD-44392	GSM1084275	Eleanor Williams	01/10/2014 18:34
compound	none	http://www.orpha.net/ORDO/Orphanet_3143	E-GEOD-46559	GSM1132401	Eleanor Williams	01/10/2014 18:34
compound	none	http://www.orpha.net/ORDO/Orphanet_227990	E-GEOD-4733	opr3_0 hr_Rep3	Eleanor Williams	01/10/2014 18:34
compound	none	http://www.orpha.net/ORDO/Orphanet_276580	E-GEOD-4745	Rat_Ventricle_Control_42days_rep3	Eleanor Williams	01/10/2014 18:34
compound	streptozotocin	http://www.orpha.net/ORDO/Orphanet_276575	E-GEOD-4745	Rat_Ventricle_Diabetic_03days_rep4	Eleanor Williams	01/10/2014 18:34
compound	tumor necrosis factor alpha	http://www.orpha.net/ORDO/Orphanet_89937	E-GEOD-42535	GSM1044363	Eleanor Williams	01/10/2014 18:34
compound	vehicle	http://www.orpha.net/ORDO/Orphanet_79644	E-GEOD-36176	GSM882367	Eleanor Williams	01/10/2014 18:34
compound	vehicle	http://www.orpha.net/ORDO/Orphanet_79643	E-GEOD-37701	GSM925750	Eleanor Williams	01/10/2014 18:34
compound	vehicle	http://www.orpha.net/ORDO/Orphanet_289176	E-GEOD-39870	GSM980570	Eleanor Williams	01/10/2014 18:34
compound	vehicle	http://www.orpha.net/ORDO/Orphanet_300547	E-GEOD-40512	GSM995425	Eleanor Williams	01/10/2014 18:34
compound	vehicle	http://www.orpha.net/ORDO/Orphanet_116	E-GEOD-46670	GSM1133717	Eleanor Williams	01/10/2014 18:34
compound	"2,3-dimethoxy-1,4-naphthoquinone"	http://www.orpha.net/ORDO/Orphanet_231127	E-GEOD-6907	HepG2_DMNQ rep1	Eleanor Williams	01/10/2014 18:35
compound	"2,3,7,8-tetrachlorodibenzo-p-dioxin"	http://www.orpha.net/ORDO/Orphanet_96076	E-GEOD-7765	Dioxin treated MCF7 breast cancer cells [HG-U133A] Exp 1	Eleanor Williams	01/10/2014 18:35
compound	500 nanomolar retinoic acid	http://www.orpha.net/ORDO/Orphanet_231130	E-GEOD-4936	04_RA_EB	Eleanor Williams	01/10/2014 18:35
compound	actinomycin D	http://www.orpha.net/ORDO/Orphanet_231120	E-GEOD-5324	TTP_KO_30ActD_BioRep1	Eleanor Williams	01/10/2014 18:35
compound	AM580	http://www.orpha.net/ORDO/Orphanet_231117	E-GEOD-5679	DC2 AM	Eleanor Williams	01/10/2014 18:35
compound	arsenic oxide	http://www.orpha.net/ORDO/Orphanet_238613	E-GEOD-6907	HepG2_As rep2	Eleanor Williams	01/10/2014 18:35
compound	azacytidine	http://www.orpha.net/ORDO/Orphanet_96193	E-GEOD-55123	GSM1329863	Eleanor Williams	01/10/2014 18:35
compound	cadmium chloride 2.5-hydrate	http://www.orpha.net/ORDO/Orphanet_94086	E-GEOD-6907	HepG2_Cd rep3	Eleanor Williams	01/10/2014 18:35
compound	control	http://www.orpha.net/ORDO/Orphanet_1359	E-GEOD-7694	"C57BL/6J female number 3, untreated control ear (#3_Wt-C-7)"	Eleanor Williams	01/10/2014 18:35
compound	dinitrofluorobenzene	http://www.orpha.net/ORDO/Orphanet_319340	E-GEOD-7694	"Cnr1-/-/Cnr2-/- female number 2, DNFB-treated allergic ear (#11_Ko-Tr-5)"	Eleanor Williams	01/10/2014 18:35
compound	DMSO	http://www.orpha.net/ORDO/Orphanet_93461	E-GEOD-52777	GSM1275857	Eleanor Williams	01/10/2014 18:35
compound	estradiol	http://www.orpha.net/ORDO/Orphanet_101959	E-GEOD-628	G1E_3_A	Eleanor Williams	01/10/2014 18:35
compound	formaldehyde	http://www.orpha.net/ORDO/Orphanet_90794	E-GEOD-7002	Nasal Epithelium Inhalation Formaldehyde 2ppm 6h ID206	Eleanor Williams	01/10/2014 18:35
compound	Gibberellin	http://www.orpha.net/ORDO/Orphanet_93929	E-GEOD-7353	"ga-1 (SALK_109115) treated for 1 hr with 100 uM GA3, replicate 3"	Eleanor Williams	01/10/2014 18:35
compound	indole-3-acetic acid	http://www.orpha.net/ORDO/Orphanet_140944	E-GEOD-627	GSM9576	Eleanor Williams	01/10/2014 18:35
compound	insulin	http://www.orpha.net/ORDO/Orphanet_95494	E-GEOD-57817	GSM1394569	Eleanor Williams	01/10/2014 18:35
compound	interferon gamma	http://www.orpha.net/ORDO/Orphanet_99429	E-GEOD-7216	Treated with IFNg PRB11917 (HGU133P)	Eleanor Williams	01/10/2014 18:35
compound	interleukin 19	http://www.orpha.net/ORDO/Orphanet_418	E-GEOD-7216	Treated with IL19 PRB11900 (HGU133P)	Eleanor Williams	01/10/2014 18:35
compound	interleukin 20	http://www.orpha.net/ORDO/Orphanet_90795	E-GEOD-7216	Treated with IL20 PRB11901 (HGU133P)	Eleanor Williams	01/10/2014 18:35
compound	interleukin 22	http://www.orpha.net/ORDO/Orphanet_90793	E-GEOD-7216	Treated with IL22 PRB11904 (HGU133P)	Eleanor Williams	01/10/2014 18:35
compound	interleukin 24	http://www.orpha.net/ORDO/Orphanet_90791	E-GEOD-7216	Treated with IL24 PRB11909 (HGU133P)	Eleanor Williams	01/10/2014 18:35
compound	interleukin 26	http://www.orpha.net/ORDO/Orphanet_95699	E-GEOD-7216	Treated with IL26d PRB11912 (HGU133P)	Eleanor Williams	01/10/2014 18:35
compound	isoxaben	http://www.orpha.net/ORDO/Orphanet_174590	E-GEOD-6181	WW001_ATH1_A2-WILLA-ISOX	Eleanor Williams	01/10/2014 18:35
compound	low-density lipoprotein	http://www.orpha.net/ORDO/Orphanet_442	E-GEOD-5741	GSM133875	Eleanor Williams	01/10/2014 18:35
compound	mercury (II) chloride	http://www.orpha.net/ORDO/Orphanet_199296	E-GEOD-6907	HepG2_Hg rep1	Eleanor Williams	01/10/2014 18:35
compound	methylprednisolone	http://www.orpha.net/ORDO/Orphanet_657	E-GEOD-487	PGA-RLM-1h-3aA-s2	Eleanor Williams	01/10/2014 18:35
compound	morphine	http://www.orpha.net/ORDO/Orphanet_90790	E-GEOD-61062	GSM1496112	Eleanor Williams	01/10/2014 18:35
compound	n-nitrosodimethylamine	http://www.orpha.net/ORDO/Orphanet_96253	E-GEOD-6907	HepG2_DMN rep1	Eleanor Williams	01/10/2014 18:35
compound	nickel (II) chloride hexahydrate	http://www.orpha.net/ORDO/Orphanet_1563	E-GEOD-6907	HepG2_Ni rep2	Eleanor Williams	01/10/2014 18:35
compound	none	http://www.orpha.net/ORDO/Orphanet_1652	E-GEOD-487	PGA-RLM-Ctr-3aA-s2	Eleanor Williams	01/10/2014 18:35
compound	none	http://www.orpha.net/ORDO/Orphanet_165988	E-GEOD-5040	GM15851 control cells untreated 1	Eleanor Williams	01/10/2014 18:35
compound	none	http://www.orpha.net/ORDO/Orphanet_79298	E-GEOD-5324	TTP_WT_0ActD_BioRep1	Eleanor Williams	01/10/2014 18:35
compound	none	http://www.orpha.net/ORDO/Orphanet_276603	E-GEOD-5679	DC2	Eleanor Williams	01/10/2014 18:35
compound	none	http://www.orpha.net/ORDO/Orphanet_276598	E-GEOD-57198	GSM1377008	Eleanor Williams	01/10/2014 18:35
compound	none	http://www.orpha.net/ORDO/Orphanet_276585	E-GEOD-5741	GSM133873	Eleanor Williams	01/10/2014 18:35
compound	none	http://www.orpha.net/ORDO/Orphanet_165985	E-GEOD-57692	GSM1386851	Eleanor Williams	01/10/2014 18:35
compound	none	http://www.orpha.net/ORDO/Orphanet_146	E-GEOD-57817	GSM1394564	Eleanor Williams	01/10/2014 18:35
compound	none	http://www.orpha.net/ORDO/Orphanet_95495	E-GEOD-58085	GSM1400506	Eleanor Williams	01/10/2014 18:35
compound	none	http://www.orpha.net/ORDO/Orphanet_244305	E-GEOD-58086	GSM1400512	Eleanor Williams	01/10/2014 18:35
compound	none	http://www.orpha.net/ORDO/Orphanet_165991	E-GEOD-58296	GSM1406130	Eleanor Williams	01/10/2014 18:35
compound	none	http://www.orpha.net/ORDO/Orphanet_322	E-GEOD-61062	GSM1496108	Eleanor Williams	01/10/2014 18:35
compound	none	http://www.orpha.net/ORDO/Orphanet_99819	E-GEOD-6181	WW002_ATH1_A1-willa-CON-REP2	Eleanor Williams	01/10/2014 18:35
compound	none	http://www.orpha.net/ORDO/Orphanet_361	E-GEOD-627	GSM9585	Eleanor Williams	01/10/2014 18:35
compound	none	http://www.orpha.net/ORDO/Orphanet_235936	E-GEOD-628	G1E_0_A	Eleanor Williams	01/10/2014 18:35
compound	none	http://www.orpha.net/ORDO/Orphanet_403	E-GEOD-6495	MOLT4_ctrl_B	Eleanor Williams	01/10/2014 18:35
compound	none	http://www.orpha.net/ORDO/Orphanet_404	E-GEOD-6858	BALB-RAG_PBS Replicate 2	Eleanor Williams	01/10/2014 18:35
compound	none	http://www.orpha.net/ORDO/Orphanet_251274	E-GEOD-6907	HepG2_control rep2	Eleanor Williams	01/10/2014 18:35
compound	none	http://www.orpha.net/ORDO/Orphanet_276525	E-GEOD-7002	Nasal Epithelium Inhalation Formaldehyde 0ppm 5d ID62	Eleanor Williams	01/10/2014 18:35
compound	none	http://www.orpha.net/ORDO/Orphanet_306661	E-GEOD-7216	Untreated PRB11897 (HGU133P)	Eleanor Williams	01/10/2014 18:35
compound	none	http://www.orpha.net/ORDO/Orphanet_424	E-GEOD-7353	"ga-1 (SALK_109115) mock treated for 1 hr, replicate 3"	Eleanor Williams	01/10/2014 18:35
compound	none	http://www.orpha.net/ORDO/Orphanet_405	E-GEOD-7568	Macrophages IL-4 - control BC348.1	Eleanor Williams	01/10/2014 18:35
compound	none	http://www.orpha.net/ORDO/Orphanet_93372	E-GEOD-7664	H4med	Eleanor Williams	01/10/2014 18:35
compound	none	http://www.orpha.net/ORDO/Orphanet_101049	E-GEOD-7765	DMSO treated MCF7 breast cancer cells [HG-U133A] Exp 3	Eleanor Williams	01/10/2014 18:35
compound	ovalbumin	http://www.orpha.net/ORDO/Orphanet_101050	E-GEOD-6858	BALB/c_OVA Replicate 4	Eleanor Williams	01/10/2014 18:35
compound	oxidised LDL	http://www.orpha.net/ORDO/Orphanet_440	E-GEOD-5741	GSM133877	Eleanor Williams	01/10/2014 18:35
compound	palmitate	http://www.orpha.net/ORDO/Orphanet_99879	E-GEOD-6766	"C2C12 Myotubes treated with Palmitate, rep3"	Eleanor Williams	01/10/2014 18:35
compound	penicillin	http://www.orpha.net/ORDO/Orphanet_2238	E-GEOD-58085	GSM1400510	Eleanor Williams	01/10/2014 18:35
compound	penicillin	http://www.orpha.net/ORDO/Orphanet_2239	E-GEOD-58086	GSM1400515	Eleanor Williams	01/10/2014 18:35
compound	phenol	http://www.orpha.net/ORDO/Orphanet_189466	E-GEOD-6907	HepG2_Phenol rep1	Eleanor Williams	01/10/2014 18:35
compound	potassium dichromate	http://www.orpha.net/ORDO/Orphanet_314777	E-GEOD-6907	HepG2_Cr rep3	Eleanor Williams	01/10/2014 18:35
compound	rosiglitazone	http://www.orpha.net/ORDO/Orphanet_2207	E-GEOD-5679	DC2 RSG	Eleanor Williams	01/10/2014 18:35
compound	untreated	http://www.orpha.net/ORDO/Orphanet_506334	E-GEOD-55123	GSM1329859	Eleanor Williams	01/10/2014 18:35
compound	1 micromolar auxin	http://www.orpha.net/ORDO/Orphanet_91348	E-MEXP-1703	Hybridization6	Eleanor Williams	01/10/2014 18:36
compound	17beta-estradiol	http://www.orpha.net/ORDO/Orphanet_314753	E-GEOD-8597	MCF7_CHX_E2_24h_rep3	Eleanor Williams	01/10/2014 18:36
compound	20 micromolar N-methyl-D-aspartic acid	http://www.orpha.net/ORDO/Orphanet_3221	E-MEXP-1184	H_NMDA 4	Eleanor Williams	01/10/2014 18:36
compound	30 micromolar bicuculline	http://www.orpha.net/ORDO/Orphanet_101960	E-MEXP-1184	H_BIC 9	Eleanor Williams	01/10/2014 18:36
compound	4-hydroxytamoxifen	http://www.orpha.net/ORDO/Orphanet_208596	E-MEXP-2241	T34c	Eleanor Williams	01/10/2014 18:36
compound	adrenocorticotropic hormone	http://www.orpha.net/ORDO/Orphanet_208593	E-MEXP-1761	7B	Eleanor Williams	01/10/2014 18:36
compound	control (ethanol vehicle)	http://www.orpha.net/ORDO/Orphanet_98267	E-GEOD-8597	MCF7_CHX_EtOH_24h_rep4	Eleanor Williams	01/10/2014 18:36
compound	cortisol	http://www.orpha.net/ORDO/Orphanet_77828	E-MEXP-2447	H_C100_B	Eleanor Williams	01/10/2014 18:36
compound	dexamethasone	http://www.orpha.net/ORDO/Orphanet_183573	E-GEOD-8975	emptyvectordex1	Eleanor Williams	01/10/2014 18:36
compound	dexamethasone	http://www.orpha.net/ORDO/Orphanet_226316	E-GEOD-9702	0hr DEX Replicate 1	Eleanor Williams	01/10/2014 18:36
compound	dibenzazepine	http://www.orpha.net/ORDO/Orphanet_404476	E-MEXP-1276	G-DBZ1	Eleanor Williams	01/10/2014 18:36
compound	dimethyl sulfoxide	http://www.orpha.net/ORDO/Orphanet_73273	E-MEXP-2494	DMSO-2	Eleanor Williams	01/10/2014 18:36
compound	DMSO	http://www.orpha.net/ORDO/Orphanet_157215	E-MEXP-3577	DMSO_Treated	Eleanor Williams	01/10/2014 18:36
compound	docosahexaenoic acid	http://www.orpha.net/ORDO/Orphanet_29072	E-MEXP-1014	SW62012-2DHA	Eleanor Williams	01/10/2014 18:36
compound	ethanol	http://www.orpha.net/ORDO/Orphanet_79299	E-MEXP-1014	SW480_12_3_K	Eleanor Williams	01/10/2014 18:36
compound	ethanol	http://www.orpha.net/ORDO/Orphanet_324575	E-MEXP-2229	XW119 1hr-2	Eleanor Williams	01/10/2014 18:36
compound	hydrogen peroxide	http://www.orpha.net/ORDO/Orphanet_263455	E-MEXP-1975	H_Wt2 10 uM H2O2	Eleanor Williams	01/10/2014 18:36
compound	lipopolysaccharide	http://www.orpha.net/ORDO/Orphanet_263458	E-MEXP-1958	1-4.CEL	Eleanor Williams	01/10/2014 18:36
compound	listeriolysin	http://www.orpha.net/ORDO/Orphanet_71212	E-MEXP-1078	H_11LLO2	Eleanor Williams	01/10/2014 18:36
compound	none	http://www.orpha.net/ORDO/Orphanet_276556	E-MEXP-1761	11A	Eleanor Williams	01/10/2014 18:36
compound	none	http://www.orpha.net/ORDO/Orphanet_35878	E-GEOD-9702	4hr MOCK Replicate 2	Eleanor Williams	01/10/2014 18:36
compound	none	http://www.orpha.net/ORDO/Orphanet_99880	E-MEXP-1958	1-1.CEL	Eleanor Williams	01/10/2014 18:36
compound	none	http://www.orpha.net/ORDO/Orphanet_289157	E-GEOD-8832	K562_NoTreatmentControl_24hrs_rep1	Eleanor Williams	01/10/2014 18:36
compound	none	http://www.orpha.net/ORDO/Orphanet_93160	E-GEOD-8975	GVGdvl4mock2	Eleanor Williams	01/10/2014 18:36
compound	none	http://www.orpha.net/ORDO/Orphanet_2237	E-MEXP-1078	H_2Control2	Eleanor Williams	01/10/2014 18:36
compound	none	http://www.orpha.net/ORDO/Orphanet_437	E-MEXP-1176	SAMPLE200244SUB3552	Eleanor Williams	01/10/2014 18:36
compound	none	http://www.orpha.net/ORDO/Orphanet_95707	E-MEXP-1184	H_Control 2	Eleanor Williams	01/10/2014 18:36
compound	none	http://www.orpha.net/ORDO/Orphanet_2297	E-MEXP-1220	H_U133A ctrl-1	Eleanor Williams	01/10/2014 18:36
compound	none	http://www.orpha.net/ORDO/Orphanet_2298	E-MEXP-1276	G-Vehicle2	Eleanor Williams	01/10/2014 18:36
compound	none	http://www.orpha.net/ORDO/Orphanet_478	E-MEXP-1586	A127-06	Eleanor Williams	01/10/2014 18:36
compound	none	http://www.orpha.net/ORDO/Orphanet_480	E-MEXP-1703	Hybridization1	Eleanor Williams	01/10/2014 18:36
compound	none	http://www.orpha.net/ORDO/Orphanet_633	E-MEXP-1975	H_Wt1 0 uM H2O2	Eleanor Williams	01/10/2014 18:36
compound	none	http://www.orpha.net/ORDO/Orphanet_755	E-MEXP-2229	XW119 0hr-2	Eleanor Williams	01/10/2014 18:36
compound	none	http://www.orpha.net/ORDO/Orphanet_325448	E-MEXP-2241	E34 c	Eleanor Williams	01/10/2014 18:36
compound	none	http://www.orpha.net/ORDO/Orphanet_420179	E-MEXP-2417	H_Control1	Eleanor Williams	01/10/2014 18:36
compound	none	http://www.orpha.net/ORDO/Orphanet_3109	E-MEXP-2447	H_Control_B	Eleanor Williams	01/10/2014 18:36
compound	none	http://www.orpha.net/ORDO/Orphanet_2578	E-MEXP-2590	SW620 K 24 h P1	Eleanor Williams	01/10/2014 18:36
compound	none	http://www.orpha.net/ORDO/Orphanet_457359	E-MEXP-2594	H_Infected_1	Eleanor Williams	01/10/2014 18:36
compound	none	http://www.orpha.net/ORDO/Orphanet_436182	E-MEXP-2601	H_split spP0-2	Eleanor Williams	01/10/2014 18:36
compound	none	http://www.orpha.net/ORDO/Orphanet_314759	E-MEXP-3577	Un_Treated_4	Eleanor Williams	01/10/2014 18:36
compound	phosphate	http://www.orpha.net/ORDO/Orphanet_73217	E-MEXP-2601	H_control cP500-3	Eleanor Williams	01/10/2014 18:36
compound	retinoic acid	http://www.orpha.net/ORDO/Orphanet_276161	E-MEXP-3577	2nM_Retinoic Acid Treated	Eleanor Williams	01/10/2014 18:36
compound	all trans retinoic acid	http://www.orpha.net/ORDO/Orphanet_652	E-MTAB-2545	2343_648M_Lopez-Real_2445_006.CEL	Eleanor Williams	01/10/2014 18:37
compound	beta-amyloid	http://www.orpha.net/ORDO/Orphanet_653	E-MEXP-710	H_Abeta-3	Eleanor Williams	01/10/2014 18:37
compound	cadmium	http://www.orpha.net/ORDO/Orphanet_247698	E-MEXP-438	H_3219 Mtf1-loxP with cd	Eleanor Williams	01/10/2014 18:37
compound	control	http://www.orpha.net/ORDO/Orphanet_247709	E-MTAB-2560	neonatal_rat_cardiomyo_control_1day_sample 2.CEL	Eleanor Williams	01/10/2014 18:37
compound	DMSO	http://www.orpha.net/ORDO/Orphanet_276152	E-MTAB-2545	DMSO_GENECHIP.CEL	Eleanor Williams	01/10/2014 18:37
compound	endothelin-1	http://www.orpha.net/ORDO/Orphanet_44	E-MEXP-700	H_ET1_fibro2E	Eleanor Williams	01/10/2014 18:37
compound	hydrogen peroxide	http://www.orpha.net/ORDO/Orphanet_417	E-MEXP-710	H_H2O2-1	Eleanor Williams	01/10/2014 18:37
compound	metformin	http://www.orpha.net/ORDO/Orphanet_2668	E-MEXP-490	HYBRID_No.18 high dose of Met	Eleanor Williams	01/10/2014 18:37
compound	none	http://www.orpha.net/ORDO/Orphanet_638	E-MEXP-438	H_3265 Mtf1-Mx-cre cd-	Eleanor Williams	01/10/2014 18:37
compound	none	http://www.orpha.net/ORDO/Orphanet_467	E-MEXP-490	HYBRID_No.7 vehicle treatment	Eleanor Williams	01/10/2014 18:37
compound	none	http://www.orpha.net/ORDO/Orphanet_95488	E-MEXP-700	H_ET1_fibro3C	Eleanor Williams	01/10/2014 18:37
compound	none	http://www.orpha.net/ORDO/Orphanet_91349	E-MEXP-710	H_Control-1	Eleanor Williams	01/10/2014 18:37
compound	none	http://www.orpha.net/ORDO/Orphanet_294953	E-MTAB-2533	assay 3	Eleanor Williams	01/10/2014 18:37
compound	none	http://www.orpha.net/ORDO/Orphanet_648	E-MTAB-2601	MCF7_ctrl_1	Eleanor Williams	01/10/2014 18:37
compound	oncostatin M	http://www.orpha.net/ORDO/Orphanet_98733	E-MTAB-2560	neonatal_rat_cardiomyo_mOSM_1day_sample 3.CEL	Eleanor Williams	01/10/2014 18:37
compound	palmitate	http://www.orpha.net/ORDO/Orphanet_363972	E-MTAB-2601	MCF7_C16_1	Eleanor Williams	01/10/2014 18:37
