"ID"	"IRI"	"PreferredTerm"	"Description"	"Code"
"urn:miriam:orphanet:99764"	"urn:miriam:orphanet:Orphanet_99764"	"Familial hyperreninemic hypoaldosteronism type 2"		"99764"
"urn:miriam:orphanet:99771"	"urn:miriam:orphanet:Orphanet_99771"	"Bifid uvula"	"Bifid uvula is a fissure type embryopathy affecting the uvula at the back of the soft palate."	"99771"
"urn:miriam:orphanet:99772"	"urn:miriam:orphanet:Orphanet_99772"	"Cleft velum"	"Cleft velum is a fissure type embryopathy that affects in varying degrees the soft palate."	"99772"
"urn:miriam:orphanet:99776"	"urn:miriam:orphanet:Orphanet_99776"	"Mosaic trisomy 9"	"Mosaic trisomy 9 is a rare chromosomal anomaly syndrome, with a highly variable phenotype, principally characterized by intellectual disability, growth and developmental delay, facial dysmorphism (incl. microphthalmia, deep-set eyes, low-set, malformed ears, bulbous nose, high-arched palate, micrognathia) and congenital heart defects (e.g. ventricular septal defect), as well as urogenital (e.g. hypoplastic genitalia, cryptorchidism), skeletal (congenital joint dislocations or hyperflexion, scoliosis/kyphosis) and central nervous system anomalies (hydrocephalus, Dandy-Walker malformation). Pigmentary mosaic skin lesions along the lines of Blaschko are also frequently observed."	"99776"
"urn:miriam:orphanet:99777"	"urn:miriam:orphanet:Orphanet_99777"	"Achalasia-alacrimia syndrome"		"99777"
"urn:miriam:orphanet:99781"	"urn:miriam:orphanet:Orphanet_99781"	"OBSOLETE: Familial articular chondrocalcinosis type 1"		"99781"
"urn:miriam:orphanet:99782"	"urn:miriam:orphanet:Orphanet_99782"	"OBSOLETE: Familial articular chondrocalcinosis type 2"		"99782"
"urn:miriam:orphanet:99789"	"urn:miriam:orphanet:Orphanet_99789"	"Dentin dysplasia type I"	"Dentin dysplasia type I (DD-I) is a rare form of dentin dysplasia (DD, see this term) characterized by sharp conical short roots or rootless teeth."	"99789"
"urn:miriam:orphanet:99791"	"urn:miriam:orphanet:Orphanet_99791"	"Dentin dysplasia type II"	"Dentin dysplasia type II (DD-II) is a rare mild form of dentin dysplasia (DD, see this term) characterized by normal tooth roots but abnormal primary dentition."	"99791"
"urn:miriam:orphanet:99792"	"urn:miriam:orphanet:Orphanet_99792"	"Dentin dysplasia-sclerotic bones syndrome"	"Dentin dysplasia-sclerotic bones syndrome is a rare, genetic odontologic disease characterized by the clinical, radiographic, and histologic features of dentine dysplasia and osteosclerosis of all long bones, with heavy cortical bone and narrowed or occluded marrow spaces. There have been no further descriptions in the literature since 1977."	"99792"
"urn:miriam:orphanet:99796"	"urn:miriam:orphanet:Orphanet_99796"	"Subcortical band heterotopia"		"99796"
"urn:miriam:orphanet:99797"	"urn:miriam:orphanet:Orphanet_99797"	"Anodontia"	"Anodontia is an extreme developmental dental anomaly characterized by the complete absence of all teeth."	"99797"
"urn:miriam:orphanet:99798"	"urn:miriam:orphanet:Orphanet_99798"	"Oligodontia"	"Oligodontia is a rare developmental dental anomaly in humans characterized by the absence of six or more teeth."	"99798"
"urn:miriam:orphanet:998"	"urn:miriam:orphanet:Orphanet_998"	"Albinism-deafness syndrome"	"Albinism-deafness syndrome (ADFN) is characterised by congenital nerve deafness and piebaldness with no ocular albinism. It has been described in one large pedigree. Transmission is X-linked with affected males presenting with profound sensorineural deafness and severe pigmentary abnormalities of the skin, and carrier females presenting with variable hearing impairment without any pigmentary changes. The causative gene has been mapped to Xq26.3-q27.1."	"998"
"urn:miriam:orphanet:99802"	"urn:miriam:orphanet:Orphanet_99802"	"Hemimegalencephaly"	"Hemimegalencephaly is a rare cerebral malformation characterized by overgrowth of all or part of a cerebral hemisphere, often with ipsilateral severe cortical dysplasia or dysgenesis, white matter hypertrophy and dilated lateral ventricle, presenting in early infancy with progressive hemiparesis, severe psychomotor retardation and intractable seizures. Hemimegalencephaly may be an isolated finding or associated with other syndromes such as angioosteohypertrophic syndrome, epidermal nevus syndrome and Ito hypomelanosis (see these terms). Management includes seizure control by antiepileptic medications and early hemispherectomy."	"99802"
"urn:miriam:orphanet:99803"	"urn:miriam:orphanet:Orphanet_99803"	"Haddad syndrome"	"Haddad syndrome is a rare congenital disorder in which congenital central hypoventilation syndrome (CCHS), or Ondine syndrome, occurs concurrently with Hirschsprung disease (see these terms)."	"99803"
"urn:miriam:orphanet:99806"	"urn:miriam:orphanet:Orphanet_99806"	"Oculootodental syndrome"	"Oculootodental syndrome is a contiguous gene syndrome comprising otodental syndrome (characterized by globodontia and sensorineural high-frequency hearing deficit) associated with eye abnormalities including, typically, iris and chorioretinal coloboma, as well as, on occasion, microcornea, microphtalmos, lenticular opacity, lens coloboma and iris pigment epithelial atrophy."	"99806"
"urn:miriam:orphanet:99807"	"urn:miriam:orphanet:Orphanet_99807"	"PEHO-like syndrome"	"PEHO-like syndrome is a rare, genetic neurological disease characterized by progressive encephalopathy, early-onset seizures with a hypsarrhythmic pattern, facial and limb edema, severe hypotonia, early arrest of psychomotor development and craniofacial dysmorphism (evolving microcephaly, narrow forehead, short nose, prominent auricles, open mouth, micrognathia), in the absence of neuro-ophthalmic or neuroradiologic findings. Poor visual responsiveness, growth failure and tapering fingers are also associated."	"99807"
"urn:miriam:orphanet:99810"	"urn:miriam:orphanet:Orphanet_99810"	"Familial porencephaly"		"99810"
"urn:miriam:orphanet:99811"	"urn:miriam:orphanet:Orphanet_99811"	"Neuronal intestinal pseudoobstruction"	"Neuronal intestinal pseudoobstruction is a form of chronic intestinal pseudoobstruction caused by a developmental failure of the enteric neurons to differentiate or migrate properly and manifests as a bowel obstruction."	"99811"
"urn:miriam:orphanet:99812"	"urn:miriam:orphanet:Orphanet_99812"	"LIG4 syndrome"	"LIG4 syndrome is a hereditary disorder associated with impaired DNA double-strand break repair mechanisms and characterized by microcephaly, unusual facial features, growth and developmental delay, skin anomalies, and pancytopenia, which is associated with combined immunodeficiency (CID)."	"99812"
"urn:miriam:orphanet:99817"	"urn:miriam:orphanet:Orphanet_99817"	"Non-polyposis Turcot syndrome"		"99817"
"urn:miriam:orphanet:99818"	"urn:miriam:orphanet:Orphanet_99818"	"Turcot syndrome with polyposis"	"Turcot syndrome with polyposis or Turcot syndrome type 2 is a form of familial adematous polyposis, characterized by the concurrence of thousands of colonic adenomatous polyposis or colorectal cancer (CRC) and a primary central nervous system tumor (principally medulloblastoma). It is also associated with pigmented ocular fundus lesions."	"99818"
"urn:miriam:orphanet:99819"	"urn:miriam:orphanet:Orphanet_99819"	"Familial gestational hyperthyroidism"		"99819"
"urn:miriam:orphanet:99824"	"urn:miriam:orphanet:Orphanet_99824"	"Lassa fever"	"Lassa fever (LF) is a potentially severe viral hemorrhagic disease caused by Lassa virus and characterized by initial fever and malaise followed by gastrointestinal symptoms and, in severe cases, bleeding, shock and multi-organ system failure."	"99824"
"urn:miriam:orphanet:99825"	"urn:miriam:orphanet:Orphanet_99825"	"Nipah virus disease"	"Nipah virus disease, caused by the Nipah virus, is a recently discovered zoonotic disease characterized by fever, constitutional symptoms and encephalitis, sometimes accompanied by respiratory illness."	"99825"
"urn:miriam:orphanet:99826"	"urn:miriam:orphanet:Orphanet_99826"	"Marburg hemorrhagic fever"	"Marburg hemorrhagic fever (MHF), caused by Marburg virus, is a severe viral hemorrhagic disease characterized by initial fever and malaise followed by gastrointestinal symptoms, bleeding, shock, and multi-organ system failure."	"99826"
"urn:miriam:orphanet:99827"	"urn:miriam:orphanet:Orphanet_99827"	"Crimean-Congo hemorrhagic fever"	"Crimean-Congo hemorrhagic fever (CCHF) is a tick-borne zoonotic disease caused by CCHF virus and characterized by initial fever, headache, and malaise followed by gastrointestinal symptoms and, in severe cases, bleeding, shock, and multi-organ system failure."	"99827"
"urn:miriam:orphanet:99828"	"urn:miriam:orphanet:Orphanet_99828"	"Dengue fever"	"Dengue fever (DF), caused by dengue virus, is an arboviral disease characterized by an initial non-specific febrile illness that can sometimes progress to more severe forms manifesting capillary leakage and hemorrhage (dengue hemorrhagic fever, or DHF) and shock (dengue shock syndrome, or DSS)."	"99828"
"urn:miriam:orphanet:99829"	"urn:miriam:orphanet:Orphanet_99829"	"Yellow fever"	"Yellow fever (YF), caused by YF virus, is a zoonotic disease characterized by fever and constitutional symptoms, with the potential to progress to severe and fatal viral hemorrhagic fever with shock and multi-organ system failure."	"99829"
"urn:miriam:orphanet:99831"	"urn:miriam:orphanet:Orphanet_99831"	"OBSOLETE: Common variable immunodeficiency due to an intrinsic T cell defect"		"99831"
"urn:miriam:orphanet:99832"	"urn:miriam:orphanet:Orphanet_99832"	"Resistance to thyrotropin-releasing hormone syndrome"	"Resistance to thyrotropin-releasing hormone (TRH) syndrome is a type of central congenital hypothyroidism (see this term) characterized by low levels of thyroid hormones due to insufficient release of thyroid-stimulating hormone (TSH) caused by pituitary resistance to TRH. It may or may not be observed from birth."	"99832"
"urn:miriam:orphanet:99842"	"urn:miriam:orphanet:Orphanet_99842"	"Leukocyte adhesion deficiency type I"	"Leukocyte adhesion deficiency type I (LAD-I) is a form of LAD (see this term) characterized by life-threatening, recurrent bacterial infections."	"99842"
"urn:miriam:orphanet:99843"	"urn:miriam:orphanet:Orphanet_99843"	"Leukocyte adhesion deficiency type II"	"Leukocyte adhesion deficiency type II (LAD-II) is a form of LAD (see this term) characterized by recurrent bacterial infections, severe growth delay and severe intellectual deficit."	"99843"
"urn:miriam:orphanet:99844"	"urn:miriam:orphanet:Orphanet_99844"	"Leukocyte adhesion deficiency type III"	"Leukocyte adhesion deficiency type III (LAD-III) is a form of LAD (see this term) characterized by both severe bacterial infections and a severe bleeding disorder."	"99844"
"urn:miriam:orphanet:99845"	"urn:miriam:orphanet:Orphanet_99845"	"Genetic recurrent myoglobinuria"	"Genetic recurrent myoglobinuria is an inborn error of metabolism characterized by abnormal urinary excretion of myoglobin due to acute destruction of skeletal muscle fibers."	"99845"
"urn:miriam:orphanet:99846"	"urn:miriam:orphanet:Orphanet_99846"	"Autosomal dominant myoglobinuria"	"Autosomal dominant myoglobinuria is a rare metabolic myopathy characterized by episodic myalgia with myoglobinuria which is induced by fever, viral or bacterial infection, prolonged exercise or alcohol abuse, and could, on occasion, lead to acute renal failure. Between episodes, patients may be asymptomatic or could present elevated creatine kinase levels and mild muscle weakness. There have been no further descriptions in the literature since 1997."	"99846"
"urn:miriam:orphanet:99849"	"urn:miriam:orphanet:Orphanet_99849"	"Glycogen storage disease due to muscle beta-enolase deficiency"	"Muscle beta-enolase deficiency is a glycolysis disorder reported in one patient to date and characterized clinically by exercise intolerance and myalgia due to severe enolase deficiency in muscle."	"99849"
"urn:miriam:orphanet:99852"	"urn:miriam:orphanet:Orphanet_99852"	"Ravine syndrome"	"Ravine syndrome is an extremely rare genetic neurological disorder, reported in a small number of patients in a specific community on Reunion Island (Ravine region), characterized by infantile anorexia with irrepressible and repeated vomiting, acute brainstem dysfunction, severe failure to thrive, and progressive encephalopathy with MRI showing vanishing of medulla oblongata and cerebellar white matter and severe atrophy of pons, along with supra-tentorial periventricular white-matter hyperintensities and basal ganglia anomalies."	"99852"
"urn:miriam:orphanet:99853"	"urn:miriam:orphanet:Orphanet_99853"	"Ovarioleukodystrophy"		"99853"
"urn:miriam:orphanet:99854"	"urn:miriam:orphanet:Orphanet_99854"	"Cree leukoencephalopathy"		"99854"
"urn:miriam:orphanet:99856"	"urn:miriam:orphanet:Orphanet_99856"	"Primary syringomyelia"		"99856"
"urn:miriam:orphanet:99857"	"urn:miriam:orphanet:Orphanet_99857"	"Secondary syringomyelia"	"Secondary syringomyelia is a rare medullar disease defined as a development of a fluid-filled cavity or syrinx within the spinal cord due to blockage of CSF circulation (e.g., due to basal archnoiditis, meningeal carcinomatosis, various mass lesions), spinal cord injury (e.g., due to trauma, radiation necrosis, hemorrhage, spinal abscess), spinal dysraphism or intramedullary tumours. It presents with neuropathic pain, numbness, muscular weakness, changes in tone or spasticity or autonomic changes (hyperhidrosis, heart rate or blood pressure instability). Selective loss of pain and temperature with relative preservation of dorsal column function (touch and pressure) are classic findings."	"99857"
"urn:miriam:orphanet:99858"	"urn:miriam:orphanet:Orphanet_99858"	"Idiopathic syringomyelia"	"Idiopathic syringomyelia is a rare, non-syndromic central nervous system malformation characterized by a longitudinally oriented fluid-filled cavity inside the spinal cord parenchyma or the central canal, without any readily identifiable cause. It is usually associated with pain, sensory and/or musculoskeletal disturbances, but it can also be an incidental and asymptomatic finding."	"99858"
"urn:miriam:orphanet:99859"	"urn:miriam:orphanet:Orphanet_99859"	"OBSOLETE: Posttraumatic syringomyelia"		"99859"
"urn:miriam:orphanet:99860"	"urn:miriam:orphanet:Orphanet_99860"	"Precursor B-cell acute lymphoblastic leukemia"		"99860"
"urn:miriam:orphanet:99861"	"urn:miriam:orphanet:Orphanet_99861"	"Precursor T-cell acute lymphoblastic leukemia"		"99861"
"urn:miriam:orphanet:99864"	"urn:miriam:orphanet:Orphanet_99864"	"OBSOLETE: Classic seminoma"		"99864"
"urn:miriam:orphanet:99865"	"urn:miriam:orphanet:Orphanet_99865"	"Spermatocytic seminoma"	"Spermatocytic seminoma (SS) is an extremely rare form of testicular cancer distinguished from testicular seminomatous germ cell tumors (see this term) by a very low rate of metastasis and lack of an ovarian equivalent."	"99865"
"urn:miriam:orphanet:99866"	"urn:miriam:orphanet:Orphanet_99866"	"OBSOLETE: Metastatic spermatocytic seminoma"		"99866"
"urn:miriam:orphanet:99867"	"urn:miriam:orphanet:Orphanet_99867"	"Thymoma"	"Thymoma is a thymic epithelial neoplasm (TEN; see this term), a rare malignancy that arises from the epithelium of the thymic gland."	"99867"
"urn:miriam:orphanet:99868"	"urn:miriam:orphanet:Orphanet_99868"	"Thymic carcinoma"	"Thymic carcinoma (TC) is a type of thymic epithelial neoplasm (see this term) characterized by a high malignant potential."	"99868"
"urn:miriam:orphanet:99869"	"urn:miriam:orphanet:Orphanet_99869"	"Thymic neuroendocrine carcinoma"	"Thymic neuroendocrine carcinoma is a type of thymic epithelial neoplasm (see this term) displaying evidence of neuroendocrine differentiation."	"99869"
"urn:miriam:orphanet:99870"	"urn:miriam:orphanet:Orphanet_99870"	"Letterer-Siwe disease"	"Letterer-Siwe syndrome (LSS) is the acute disseminated multisystem form of Langerhans cell histiocytosis (see this term) characterised by proliferation of nonlipid histiocytes in the viscera and bones."	"99870"
"urn:miriam:orphanet:99871"	"urn:miriam:orphanet:Orphanet_99871"	"Eosinophilic granuloma"		"99871"
"urn:miriam:orphanet:99872"	"urn:miriam:orphanet:Orphanet_99872"	"Hashimoto-Pritzker syndrome"	"Hashimoto-Pritzker histiocytosis (HPH) is a variant of Langerhans cell histiocytosis (see this term) characterized by multiple disseminated skin lesions (firm, red-brown, painless papulo-nodules)."	"99872"
"urn:miriam:orphanet:99873"	"urn:miriam:orphanet:Orphanet_99873"	"Hand-SchÃ¼ller-Christian disease"		"99873"
"urn:miriam:orphanet:99874"	"urn:miriam:orphanet:Orphanet_99874"	"Adult pulmonary Langerhans cell histiocytosis"	"Adult pulmonary Langerhans Cell Histiocytosis (PLCH) is a rare histiocytic lung disease characterized by the accumulation of Langerhans and other inflammatory cells in the small airways, resulting in the formation of nodular inflammatory lesions."	"99874"
"urn:miriam:orphanet:99875"	"urn:miriam:orphanet:Orphanet_99875"	"Ehlers-Danlos syndrome type 7A"		"99875"
"urn:miriam:orphanet:99876"	"urn:miriam:orphanet:Orphanet_99876"	"Ehlers-Danlos syndrome type 7B"		"99876"
"urn:miriam:orphanet:99877"	"urn:miriam:orphanet:Orphanet_99877"	"Familial parathyroid adenoma"		"99877"
"urn:miriam:orphanet:99878"	"urn:miriam:orphanet:Orphanet_99878"	"Primary parathyroid hyperplasia"		"99878"
"urn:miriam:orphanet:99879"	"urn:miriam:orphanet:Orphanet_99879"	"Familial isolated hyperparathyroidism"		"99879"
"urn:miriam:orphanet:99880"	"urn:miriam:orphanet:Orphanet_99880"	"Hyperparathyroidism-jaw tumor syndrome"		"99880"
"urn:miriam:orphanet:99885"	"urn:miriam:orphanet:Orphanet_99885"	"Permanent neonatal diabetes mellitus"	"Permanent neonatal diabetes mellitus (PNDM) is a monogenic form of neonatal diabetes (NDM, see this term) characterized by persistent hyperglycemia within the first 12 months of life in general, requiring continuous insulin treatment."	"99885"
"urn:miriam:orphanet:99886"	"urn:miriam:orphanet:Orphanet_99886"	"Transient neonatal diabetes mellitus"	"Transient neonatal diabetes mellitus (TNDM) is a genetically heterogeneous form of neonatal diabetes (NDM, see this term) characterized by hyperglycemia presenting in the neonatal period that remits during infancy but recurs in later life in most patients."	"99886"
"urn:miriam:orphanet:99887"	"urn:miriam:orphanet:Orphanet_99887"	"Acute megakaryoblastic leukemia in Down syndrome"		"99887"
"urn:miriam:orphanet:99889"	"urn:miriam:orphanet:Orphanet_99889"	"Cushing syndrome due to ectopic ACTH secretion"	"Cushing syndrome due to ectopic (adrenocorticotropic hormone) ACTH secretion (EAS) is a form of ACTH-dependent Cushing syndrome (see this term) caused by excess secretion of ACTH by a benign or, more often, malignant non-pituitary tumor."	"99889"
"urn:miriam:orphanet:99892"	"urn:miriam:orphanet:Orphanet_99892"	"ACTH-dependent Cushing syndrome"	"Adrenocorticotropic hormone dependent Cushing syndrome (ACTH-dependent CS) is a form of endogenous CS (see this term) caused by abnormal production of ACTH due, in 80% of cases, to ACTH oversecretion by a pituitary adenoma (Cushing disease, CD) and in 20% of cases to ectopic ACTH secretion (CS due to EAS; see these terms) by an extrapituitary tumor (in 50% of cases originating in the lungs or less commonly in the thymus, pancreas, adrenal gland or thyroid) or very rarely due to a tumor secreting both ACTH and corticotrophin-releasing hormone (CRH)."	"99892"
"urn:miriam:orphanet:99893"	"urn:miriam:orphanet:Orphanet_99893"	"ACTH-independent Cushing syndrome"	"Adrenocorticotropic hormone (ACTH) independent Cushing syndrome is a form of endogenous Cushing syndrome (CS; see this term) that may result from excess secretion of cortisol by either a unilateral and benign (adrenocortical adenoma: 55-60%) or malignant (adrenocortical carcinoma: 35-40 %) adrenocortical tumor or by bilateral adrenal secretion by macronodular adrenal hyperplasia (AIMAH), as an isolated disease or as part of McCune-Albright syndrome (MAS), or by primary pigmented nodular adrenocortical disease (PPNAD), as an isolated disease or as part of Carney complex (CNC; see these terms)."	"99893"
"urn:miriam:orphanet:99898"	"urn:miriam:orphanet:Orphanet_99898"	"Mendelian susceptibility to mycobacterial diseases due to complete IFNgammaR1 deficiency"	"Mendelian susceptibility to mycobacterial diseases (MSMD) due to complete interferon gamma receptor 1 (IFN-gammaR1) deficiency is a genetic variant of MSMD (see this term) characterized by a complete deficiency in IFN-gammaR1, leading to impaired IFN-gamma immunity and, consequently, to severe and often fatal infections with bacillus Calmette-GuÃ©rin (BCG) and other environmental mycobacteria (EM)."	"99898"
"urn:miriam:orphanet:999"	"urn:miriam:orphanet:Orphanet_999"	"Ermine phenotype"	"Cutaneous albinism-ermine phenotype is characterised by the association of white hair with black tufts, depigmented skin and sensorineural deafness. It has been described in two pairs of siblings and one individual case. The depigmentation may present as vitiligo, or be spotted with brown patches. Nystagmus, photophobia, retinal depigmentation and intellectual deficit were also reported in one pair of siblings. An autoimmune mechanism or failure of melanocyte migration may be responsible for the disease."	"999"
"urn:miriam:orphanet:99900"	"urn:miriam:orphanet:Orphanet_99900"	"Long chain acyl-CoA dehydrogenase deficiency"		"99900"
"urn:miriam:orphanet:99901"	"urn:miriam:orphanet:Orphanet_99901"	"Acyl-CoA dehydrogenase 9 deficiency"	"Acyl-CoA dehydrogenase 9 (ACAD9) deficiency is a rare disorder leading to a deficiency of complex I of the respiratory chain and is characterized by neurological dysfunction, hepatic failure and cardiomyopathy."	"99901"
"urn:miriam:orphanet:99903"	"urn:miriam:orphanet:Orphanet_99903"	"Spirillary rat-bite fever"	"and is transmitted to humans through the bites and scratches of rats. The disease is mostly present in Asia."	"99903"
"urn:miriam:orphanet:99905"	"urn:miriam:orphanet:Orphanet_99905"	"Streptobacillary rat-bite fever"	"and is transmitted to humans through the bites and scratches of infected rats."	"99905"
"urn:miriam:orphanet:99906"	"urn:miriam:orphanet:Orphanet_99906"	"Farmer's lung disease"	", living in mouldy hay, straw, or grain. It is characterized by variable degrees of dyspnea, cough, tiredness, headaches and occasional fever/night sweats, with acute, sub-acute or chronic clinical course"	"99906"
"urn:miriam:orphanet:99907"	"urn:miriam:orphanet:Orphanet_99907"	"House allergic alveolitis"	"House allergic alveolitis is a hypersensitivity pneumonitis (see this term) resulting from the inhalation of an antigen to which an individual has been previously sensitized in his/her domestic environment. House allergic alveolitis encompasses summer hypersensitivity pneumonitis, humidifier-induced lung diseases, hot tub lung and legionellosis (see this term)."	"99907"
"urn:miriam:orphanet:99908"	"urn:miriam:orphanet:Orphanet_99908"	"Pigeon-breeder lung disease"	"Pigeon-breeder's lung disease, also called bird fancierÂ’s lung, is a hypersensitivity pneumonitis (see this term) induced by inhalation of bird derived-proteins. Presentation can be acute with chills, cough, fever, shortness of breath, chest tightness usually resolving within 24 h after cessation of antigen exposure, sub-acute with cough and dyspnea over several days to weeks, whereas chronic form results in breathlessness, coughing, lack of appetite and weight loss."	"99908"
"urn:miriam:orphanet:99909"	"urn:miriam:orphanet:Orphanet_99909"	"Occupational allergic alveolitis"	"Occupational allergic alveolitis designates a hypersensitivity pneumonitis (see this term) resulting from the inhalation of an antigen to which an individual has been previously sensitized in his/her occupational environment. Symptoms vary depending on the antigen and the form (acute, subacute, chronic) of the disease. They may be cough, dyspnea, chills, fever, weight loss, loss of appetite and general malaise"	"99909"
"urn:miriam:orphanet:99912"	"urn:miriam:orphanet:Orphanet_99912"	"Malignant dysgerminomatous germ cell tumor of the ovary"	"Malignant dysgerminomatous germ cell tumor of ovary is the most common form of malignant germ cell tumor of ovary (see this term), arising from germ cells in the ovary, usually presenting during adolescence with pelvic mass, fever, vaginal bleeding, and acute abdomen and is characterized by bilaterality (around 10% of cases), association with dysgenetic gonads (5 to 10% of cases), elevated serum lactate dehydrogenase (LDH) and human chorionic gonadotrophin (hCG) (in the presence of syncitiotrophoblasts). Malignant dysgerminomatous germ cell tumor of ovary responds well to chemotherapy, potentially sparing patients from infertility and early mortality."	"99912"
"urn:miriam:orphanet:99913"	"urn:miriam:orphanet:Orphanet_99913"	"Extragonadal non-dysgerminomatous germ cell tumor"		"99913"
"urn:miriam:orphanet:99914"	"urn:miriam:orphanet:Orphanet_99914"	"Gynandroblastoma"		"99914"
"urn:miriam:orphanet:99915"	"urn:miriam:orphanet:Orphanet_99915"	"Maligant granulosa cell tumor of the ovary"	"Malignant granulosa cell tumor of ovary is a rare malignant sex cord stromal tumor of ovary (see this term) arising from the granulosa cells of the ovary, which occurs in peri and post menopausal women, and that presents with abnormal vaginal bleeding, abdominal pain and distension. The tumor is frequently unilateral, estrogen secreting, and has a slow natural history and a tendency to relapse long after the initial diagnosis, necessitating prolonged follow-up."	"99915"
"urn:miriam:orphanet:99916"	"urn:miriam:orphanet:Orphanet_99916"	"Malignant Sertoli-Leydig cell tumor of the ovary"	"Malignant Sertoli-Leydig cell tumor of ovary is a rare malignant sex cord stromal tumor of ovary (see this term) occuring typically in young women and characterized by manifestations of androgen excess (hirsutism, hair loss, amenorrhea, or oligomenorrhea), when functional."	"99916"
"urn:miriam:orphanet:99917"	"urn:miriam:orphanet:Orphanet_99917"	"Theca steroid-producing cell malignant tumor of ovary, not further specified"	"Malignant steroid cell tumor of the ovary, not otherwise specified is a rare malignant sex cord stromal tumor of ovary (see this term) of unknown histological lineage, occurring in adult women, characterized, in most cases, by manifestations of androgen excess (hirsutism, hair loss, amenorrhea, or oligomenorrhea) and, occasionally, Cushing syndrome (see this term)."	"99917"
"urn:miriam:orphanet:99918"	"urn:miriam:orphanet:Orphanet_99918"	"Streptococcal toxic-shock syndrome"	"infection."	"99918"
"urn:miriam:orphanet:99919"	"urn:miriam:orphanet:Orphanet_99919"	"Staphylococcal toxic-shock syndrome"	"bacterial infection."	"99919"
"urn:miriam:orphanet:99920"	"urn:miriam:orphanet:Orphanet_99920"	"Acute graft versus host disease"		"99920"
"urn:miriam:orphanet:99921"	"urn:miriam:orphanet:Orphanet_99921"	"Chronic graft versus host disease"		"99921"
"urn:miriam:orphanet:99922"	"urn:miriam:orphanet:Orphanet_99922"	"Ocular pemphigoid"	"Ocular pemphigoid is a rare inflammatory eye disease characterized by sub-epithelial blistering manifesting with bilateral, asymmetrical, chronic or recurrent conjunctivitis and aberrant tissue regeneration leading to progressive conjunctival fibrosis, secondary corneal vascularization and, in some cases, blindness. Patients typically present with conjunctival redness, increased lacrimation, burning and/or foreign body sensation, edema, limbitis and/or varying degrees of ocular pain. Ankyloblepharon may be observed in end stages of the disease."	"99922"
"urn:miriam:orphanet:99925"	"urn:miriam:orphanet:Orphanet_99925"	"Invasive mole"	"An invasive mole is a gestational trophoblastic tumor (GTT; see this term) derived from a hydatidiform mole (see this term) extending into the myometrium."	"99925"
"urn:miriam:orphanet:99926"	"urn:miriam:orphanet:Orphanet_99926"	"Gestational choriocarcinoma"	"Gestational choriocarcinoma is a gestational trophoblastic tumor (GTT; see this term) occurring secondary to pregnancy (ectopic or normal), miscarriage, voluntary termination of pregnancy (VTP) or a hydatidiform mole (see this term)."	"99926"
"urn:miriam:orphanet:99927"	"urn:miriam:orphanet:Orphanet_99927"	"Hydatidiform mole"	"A hydatidiform mole is a benign gestational trophoblastic disease developing during pregnancy. Resulting from an abnormal fertilization characterized by trophoblastic proliferation, normal embryo development is rendered impossible. Hydatidiform moles can be either complete or partial."	"99927"
"urn:miriam:orphanet:99928"	"urn:miriam:orphanet:Orphanet_99928"	"Placental site trophoblastic tumor"	"Placental site trophoblastic tumor is a rare gestational trophoblastic tumor (GTT; see this term) which develops from the placental implantation site and always occurs following pregnancy, voluntary termination of pregnancy (VTP) or miscarriage."	"99928"
"urn:miriam:orphanet:99930"	"urn:miriam:orphanet:Orphanet_99930"	"Secondary pulmonary hemosiderosis"	"Secondary pulmonary hemosiderosis is a respiratory disease due to the deposition of hemosiderin-laden macrophages in lungs as a result of repeated alveolar hemorrhage secondary to another disease, especially dysimmunitary disorders (i.e. Heiner syndrome (see this term), autoimmune diseases), thrombotic disorders and cardiovascular disorders such as mitral stenosis. It manifests as a triad of hemoptysis, anemia and diffuse parenchymal infiltrates on chest radiography"	"99930"
"urn:miriam:orphanet:99931"	"urn:miriam:orphanet:Orphanet_99931"	"Idiopathic pulmonary hemosiderosis"	"Idiopathic pulmonary hemosiderosis is a respiratory disease due to repeated episodes of diffuse alveolar hemorrhage without any underlying apparent cause, most often in children. Anemia, cough, and pulmonary infiltrates on chest radiographs are found in majority of the patients."	"99931"
"urn:miriam:orphanet:99932"	"urn:miriam:orphanet:Orphanet_99932"	"Heiner syndrome"	"Heiner syndrome, also called cow's milk hypersensitivity, is a food induced pulmonary hypersensiting syndrome that affects primarily infants and that is characterized by pulmonary hemosiderosis (see this term), digestive bleeding, anemia and poor growing, improving with elimination of cow's milk from the diet."	"99932"
"urn:miriam:orphanet:99933"	"urn:miriam:orphanet:Orphanet_99933"	"Pleuropulmonary blastoma type 1"		"99933"
"urn:miriam:orphanet:99934"	"urn:miriam:orphanet:Orphanet_99934"	"Pleuropulmonary blastoma type 2"		"99934"
"urn:miriam:orphanet:99935"	"urn:miriam:orphanet:Orphanet_99935"	"Pleuropulmonary blastoma type 3"		"99935"
